,sentence,scope
6089,can you tell me jet blue airlines' carry on policy,ins
6090,"from a flight from muscat to qatar, how many carry ons can i take",ins
6091,do i need to pay for delta carry on,ins
6092,which rules does delta have for carry on,ins
6093,"when taking a flight with lion to singapore, how many carry ons are allowed",ins
6094,how many carry ons are allowed on a flight with wow to iceland,ins
6095,"on a flight with allegiant to orlando, how many carry ons can i take",ins
6096,"when taking a flight with porter to toronto, how many carry ons can i take",ins
6097,"on a flight with jin air to jeju, how many carry ons are allowed",ins
6098,let me know the rules for carry ons for continental,ins
6099,i want to know the carry on policy for aeromexico,ins
6100,have i used half of my days off yet,ins
6101,"go to my job portal, i'd like to know how many days off i have used",ins
6102,what amount of days off have i already utilized,ins
6103,call hr so i can figure out how many days off i've taken,ins
6104,how many times have i taken off from work this year,ins
6105,about how many vacation days have i taken,ins
6106,count how many sick days i've used,ins
6107,can you check how much pto i have already used,ins
6108,tell me the exact amount of pto i have used,ins
6109,my pto used so far is what right now,ins
6110,i've used how much pto so far,ins
6111,get the details on the pto i have used,ins
6112,how much time did i take off so far,ins
6113,"including the day i missed because of snow, how much time have i take off work so far",ins
6114,"how many sick, personal, and vacation days have i billed so far this year",ins
6115,can you add up how much time i've taken off so far,ins
6116,what's the number of day's i've taken off,ins
6117,how many days so far have i taken off,ins
6118,tell me how many days i've taken off at this point,ins
6119,so far how many days have i taken off,ins
6120,i need to know how many days so far i've taken off,ins
6121,how many days have i taken off this year,ins
6122,can you tell me how much pto i've gone through,ins
6123,how many personal days have i taken,ins
6124,how many vacation days have i consumed,ins
6125,how much pto have i depleted,ins
6126,how much vacation have i already used this year,ins
6127,what's the total of days i've taken for me time so far,ins
6128,how many of my sick days have i gone through,ins
6129,what amount of pto have i taken,ins
6130,what is the extent of the pto i've taken,ins
6131,what's the amount of time off i've had,ins
6132,what's the amount of time i've taken off work this year,ins
6133,what's the total vacation days i've gone through,ins
6134,how many personal days have i taken this month,ins
6135,what's the total pto i've used,ins
6136,count the number of vacation days i've taken and tell me,ins
6137,how many of my vacation days have i depleted,ins
6138,what's the amount of vacation days i've taken,ins
6139,how much of my pto have i depleted,ins
6140,"up to this point, how much of my pto have i used",ins
6141,please find out how many of my vacation days i have spent,ins
6142,check to see how many days off i have used in total so far,ins
6143,look up my total number of days off so far,ins
6144,i need to know how many vacation days i have used up please,ins
6145,find out how much of my pto is already used,ins
6146,tell me the amount of pto i have used at this point,ins
6147,check to see how many days off i have used,ins
6148,look up how many of my days off i have used so far,ins
6149,look up the amount of vacation days i have used please,ins
6150,can you count for me the total number of days off i have used,ins
6151,look up the amount of pto i have already used,ins
6152,do you know the total number of vacation days i have used,ins
6153,i need to know how many of my days off i have used at this point,ins
6154,please find out how many days off i have used by this point,ins
6155,what is the total number of days i have taken off so far,ins
6156,i need to know how much of my pto has been used at this point,ins
6157,how many vacation days have i spent in total,ins
6158,find out for me how many days off i have taken in total at this point,ins
6159,i need to know the number of days off i have taken at this point,ins
6160,how many days did i skip work,ins
6161,how much vacation have i taken,ins
6162,how many days was i sick or on vacation,ins
6163,which days did i take vacation,ins
6164,which days did i take off work,ins
6165,how many vacation days have i used,ins
6166,how many days have i taken off so far,ins
6167,how much time have i taken off this year,ins
6168,how many times have i used my annual leave,ins
6169,how much paid time off have i taken,ins
6170,how many of my paid days off have i used,ins
6171,how much pto do i have used up,ins
6172,how much of my time off have i used,ins
6173,how many days of pto have i used,ins
6174,can you tell me how many vacation days i've taken,ins
6175,what's my vacation day usage so far,ins
6176,what kind of pto do i have left,ins
6177,how many times did i take a day off,ins
6178,tell me how many vacation days i've used,ins
6179,how much pto has been used on my behalf,ins
6180,how many days off have i taken,ins
6181,what kind of pto have i used,ins
6182,what kind of vacation days have i used so far,ins
6183,tell me how much pto i've used,ins
6184,how much paid time off have i used,ins
6185,how many days off did i use so far,ins
6186,tell me the number of days off i took this year,ins
6187,how many days off have i had this year,ins
6188,"so far, how many days off have i taken",ins
6189,tell me my usage of vacation days,ins
6190,whats my count of vacation days used thus far,ins
6191,how many vacation days have i taken,ins
6192,what is the status of my pto,ins
6193,how much paid time off do i have left,ins
6194,how many days of pto are available,ins
6195,how many vacation days have i used up,ins
6196,how many vacation days did i use,ins
6197,what is the total number of vacation days i've used,ins
6198,have i used any vacation days this year,ins
6199,how many vacation days have i used so far,ins
6200,my car needs to be brought for maintenance,ins
6201,could you schedule car maintenance for me,ins
6202,i need someone to look at my car because my check engine light is on,ins
6203,locate someone to look at my car because my check engine light is on,ins
6204,i require a car maintenance,ins
6205,who is available to check why my check engine light is on,ins
6206,could you find someone to check out my car because the check engine light is on,ins
6207,i need to schedule car maintenance,ins
6208,please schedule car maintenance for me,ins
6209,who can i contact about why check engine light is on,ins
6210,i want to schedule a tire check up somewhere,ins
6211,i need to get my tires checked out somewhere,ins
6212,i need to find somewhere to check my tires out,ins
6213,i need to get my tired checked at one of the location,ins
6214,can i schedule a check up for my tires somewhere,ins
6215,where in sacramento ca i schedule maintenance on my car,ins
6216,i want to to schedule maintenance on my vehicle,ins
6217,look for auto companies that do scheduled maintenance on my vehicle,ins
6218,i need some work done on my car so need to schedule auto mechanic for maintenance,ins
6219,find local deals who schedule maintenance on cars,ins
6220,where can i find a place where i can schedule to check my tires out,ins
6221,is there a special place where i can schedule to check my tires out,ins
6222,where can i schedule to get my tires checked out,ins
6223,where is an appropriate place where i can schedule to check out my tires,ins
6224,is there a location i can schedule to check out my tires,ins
6225,can you make an appointment for an oil change,ins
6226,please make an appointment for an oil change,ins
6227,i need you to find a mechanic for my check engine light,ins
6228,please schedule an appointment for my oil to get changed,ins
6229,my car needs maintenance scheduled,ins
6230,how i do schedule car maintenance,ins
6231,my check engine light is on and someone needs to look at it,ins
6232,i need to get my oil change so make an appointment,ins
6233,the check engine light is on and i need a mechanic,ins
6234,my car needs maintenance prepared,ins
6235,my car needs an appointment for an oil change,ins
6236,i need someone to look at my check engine light,ins
6237,help me find someone to look at my check engine light,ins
6238,put a tire inspection on my schedule please,ins
6239,i need to find someone to look at my check engine light,ins
6240,is it possible to get schedule getting my tires inspected,ins
6241,i'd like to schedule a tire inspection,ins
6242,who in the area can inspect my engine light,ins
6243,set an appointment for an oil change,ins
6244,book an oil change please,ins
6245,can you please obtain an oil change appointment for me,ins
6246,where can i get my tires checked and how can i schedule it,ins
6247,is there someone in the area who can check my engine light since it is on,ins
6248,i need the soonest appointment for an oil change,ins
6249,"i am in need of an oil change, set an appointment",ins
6250,"please find someone who specializes in cars, my check engine light has turned on",ins
6251,"my check engine light has switched on, schedule someone to inspect it",ins
6252,i need to schedule a car repair,ins
6253,can i schedule a car repair,ins
6254,how do i schedule car maintenance,ins
6255,i want to schedule car maintenance,ins
6256,i wanna have an appointment to get my oil changed,ins
6257,i wanna schedule some car maintenance,ins
6258,can someone look at my car cause the check engine light is on,ins
6259,i need to schedule some car maintenance,ins
6260,i got to schedule somewhere get my tires checked out,ins
6261,i must schedule somewhere get my tires checked out,ins
6262,i'd like to get an appointment to get my oil changed,ins
6263,i want to schedule somewhere get my tires checked out,ins
